USER_ID,GENDER,IS_SATISFIED,AGE,OWN_HOUSE,CREDIT_SCORE,DEPOSIT,WITHDRAWAL,PURCHASE_PARTNERS,PURCHASES,PAYMENT_CARDS,CC_RECOMMEND,CC_DISLIKED,CC_LIKED,CC_APPLICATION_BEGIN,APP_DOWNLOADED,WEB_USER,APP_WEB_USER,IOS_USER,ANDRIOD_USER,TOT_PHONE_REG,PAYMENT_TYPE,LOAN_WAITING,LOAN_CANCELLED,LOAN_RECEIVED,LOAN_REJECT,ZODIAC_SIGN,LEFT_TWO_MONTH_PLUS,LEFT_AFTER_A_MONTH,REWARD_EARNED,REWARD_RATE,IS_REFERRED
25997,M,0,37,R,627.0,0,0,39,0,0,74,0,0,6,1,1,1,1,0,2,na,0,1,0,0,Scorpio,0,0,40.0,1.33,0
13813,F,1,30,R,505.0,6,0,11,6,0,20,0,0,3,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Gemini,0,0,12.0,0.4,0
67807,M,0,36,na,,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.0,0.5,0
19184,F,1,44,O,551.0,0,0,0,0,3,4,3,1,4,1,1,1,1,0,0,Monthly,0,0,0,0,Scorpio,0,1,5.0,0.17,0
34210,M,1,52,na,518.0,0,0,0,0,0,74,0,0,1,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,1,0,39.0,1.3,0
57598,F,1,25,na,529.0,0,0,0,0,0,32,0,0,7,1,0,0,0,1,0,Monthly,0,0,0,0,Virgo,0,0,14.0,0.47,0
57608,M,1,22,na,508.0,0,0,0,0,1,67,1,0,5,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,27.0,0.9,0
8381,F,0,38,na,,0,0,27,0,0,30,0,0,2,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,8.0,1.0,0
46960,M,0,29,na,575.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Monthly,0,0,0,0,Cancer,0,0,1.0,0.25,0
28827,M,0,25,na,489.0,0,0,3,0,0,3,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,2.0,0.14,0
25823,M,1,36,na,582.0,0,0,83,0,0,153,0,0,15,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,29.0,0.97,1
29059,M,0,38,na,,0,0,11,0,0,28,0,0,1,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,8.0,0.27,0
42910,M,0,45,R,610.0,48,0,76,48,0,204,0,0,58,1,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,58.0,1.93,1
57211,M,0,24,na,,0,0,2,0,0,4,0,0,0,1,1,1,0,1,2,Monthly,0,0,0,0,Pisces,0,0,1.0,0.03,0
58305,M,1,31,na,600.0,0,0,0,0,0,63,0,0,2,1,1,1,1,0,2,Weekly,0,0,0,0,Leo,1,0,21.0,0.7,0
2707,M,0,45,R,554.0,0,0,0,0,0,170,0,0,16,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,59.0,1.97,0
6919,F,0,28,R,597.0,0,0,0,0,0,207,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,65.0,2.17,0
44486,M,0,24,na,518.0,0,0,37,0,0,60,0,0,4,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,na,0,0,23.0,0.77,1
43254,M,1,42,na,449.0,0,0,0,0,0,5,0,0,0,1,1,1,0,1,0,na,0,0,0,0,Scorpio,0,0,7.0,0.23,0
16514,M,0,27,R,590.0,0,0,0,0,2,206,0,0,22,1,1,1,0,1,0,na,0,0,0,0,Taurus,0,0,67.0,2.23,0
8169,M,0,26,R,647.0,0,0,57,0,0,154,0,0,2,1,1,1,0,1,0,Bi-Weekly,0,0,1,0,Aquarius,1,0,39.0,1.3,1
62560,M,0,25,na,,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Taurus,0,0,,0.0,0
23859,M,0,32,R,440.0,0,0,87,0,0,112,0,0,8,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,1,0,37.0,1.23,1
2351,F,0,21,na,603.0,1,0,26,1,0,133,0,0,6,1,1,1,0,1,0,na,0,0,0,0,Leo,0,0,38.0,1.27,1
3606,F,0,33,na,,0,0,68,0,0,169,0,0,8,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,48.0,1.6,0
46400,F,1,38,R,519.0,12,2,79,12,0,105,0,0,12,1,1,1,1,0,4,na,0,0,0,0,Pisces,0,0,37.0,1.23,1
11790,F,0,29,R,634.0,2,0,57,2,0,185,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,46.0,1.53,1
31936,F,0,43,na,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,2.0,0.06999999999999999,0
19701,F,0,33,na,,0,0,24,0,0,24,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,11.0,0.37,0
40595,F,1,24,R,529.0,3,0,56,3,0,93,0,0,8,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,25.0,0.83,0
48111,F,0,25,na,,0,0,10,0,0,20,0,0,1,1,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,6.0,0.2,1
53996,M,1,19,O,,0,0,1,0,0,2,0,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Virgo,0,0,,0.0,0
36757,F,0,40,na,532.0,0,0,22,0,0,40,0,0,2,1,1,1,0,1,0,Weekly,0,1,0,0,na,0,0,17.0,0.5700000000000001,1
49320,M,1,22,na,417.0,0,0,0,0,0,11,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.0,0.06999999999999999,1
34312,F,0,36,na,,0,0,24,0,0,69,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,18.0,0.62,0
62235,M,0,27,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Gemini,1,0,,0.0,0
1826,F,1,48,O,507.0,33,0,16,31,0,185,0,0,14,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,na,0,0,47.0,1.57,0
10539,M,1,39,na,555.0,0,0,8,0,0,23,0,0,3,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,4.0,0.13,0
8143,F,0,32,R,503.0,0,0,59,0,2,289,0,0,14,1,1,1,1,0,0,na,0,0,0,0,Scorpio,0,0,67.0,2.23,1
51024,M,0,25,na,,0,0,2,0,0,5,0,0,0,1,0,0,0,1,0,Monthly,0,0,0,0,Libra,0,0,2.0,0.06999999999999999,0
37910,F,0,49,na,,5,1,19,5,0,35,0,0,5,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,9.0,0.6900000000000001,1
21204,M,1,25,na,506.0,14,5,23,14,0,43,0,0,11,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,11.0,0.37,1
46727,F,0,21,R,560.0,11,2,53,11,0,145,0,0,11,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,28.0,0.93,0
36721,M,1,30,O,604.0,1,1,48,1,0,224,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,53.0,1.77,1
989,F,0,26,O,575.0,0,0,0,0,0,57,0,0,5,1,1,1,1,0,0,na,0,0,0,0,Aquarius,0,0,29.0,0.97,0
8508,M,0,33,R,475.0,0,0,116,0,0,205,0,0,7,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,61.0,2.03,1
50946,M,1,30,na,537.0,0,0,0,0,0,16,0,0,1,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,na,0,1,14.0,0.47,0
65668,M,1,42,R,476.0,0,0,5,0,0,50,0,0,0,1,0,0,1,0,0,na,0,0,0,0,Taurus,0,0,14.0,0.47,0
63330,M,1,20,na,,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,2.0,0.06999999999999999,0
50130,M,1,34,na,473.0,0,0,0,0,0,27,0,0,1,1,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,0,0,20.0,0.67,0
55422,M,0,26,R,527.0,10,0,37,10,0,77,0,0,4,1,0,0,1,1,5,Semi-Monthly,0,0,0,0,Cancer,0,0,14.0,0.67,1
32734,M,0,31,na,,8,3,51,8,0,101,0,0,7,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,22.0,0.8099999999999998,1
4664,M,0,29,na,,0,0,7,0,0,12,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,6.0,0.46,0
42253,F,0,30,R,595.0,13,0,89,12,0,257,0,0,44,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,65.0,2.17,0
41211,M,0,20,R,523.0,3,0,63,3,0,107,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,37.0,1.23,0
259,M,1,23,na,452.0,0,0,0,0,0,145,1,0,19,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,51.0,1.7,0
67347,M,1,22,na,,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Leo,0,0,1.0,0.0,0
3885,M,0,48,na,511.0,0,0,0,0,0,187,0,0,11,1,0,0,1,0,0,Monthly,0,0,0,0,Taurus,0,0,56.0,1.87,1
40538,M,1,35,O,728.0,0,0,0,0,0,36,0,0,15,1,0,0,0,1,0,Monthly,0,0,0,0,Aries,0,0,12.0,2.0,1
1011,M,0,46,R,494.0,7,2,57,7,0,168,0,0,24,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,33.0,1.1,0
38492,F,0,34,R,490.0,0,0,0,0,1,222,9,0,24,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,63.0,2.1,0
68171,F,0,23,na,521.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,1.0,0.06,0
19878,F,0,28,R,582.0,17,1,82,17,0,233,0,0,18,1,1,1,0,1,0,na,0,0,0,0,Libra,0,0,58.0,1.93,0
35332,F,1,29,na,,0,0,0,0,0,106,0,0,5,1,0,0,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,17.0,0.5700000000000001,0
8255,F,0,43,R,540.0,3,0,81,3,0,225,0,0,4,1,1,1,1,1,2,na,0,0,0,0,Aries,0,0,59.0,1.97,1
51642,F,0,44,na,501.0,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,3.0,0.1,0
17451,F,0,33,R,597.0,0,0,140,0,0,303,0,0,20,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,67.0,2.23,0
46324,F,0,18,na,611.0,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,,0.0,0
60460,M,1,22,na,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Aries,0,0,,0.0,0
15712,F,1,60,R,529.0,0,0,0,0,0,44,0,0,18,1,1,1,1,0,0,Monthly,0,0,0,0,Taurus,0,0,19.0,0.63,1
36751,M,0,39,na,529.0,24,1,69,24,0,218,0,0,29,1,1,1,0,1,0,na,0,0,0,0,Sagittarius,0,0,56.0,1.87,1
21558,F,1,35,na,618.0,0,0,0,0,0,66,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,1,0,19.0,0.63,0
63715,M,0,43,na,,2,1,10,2,0,21,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,4.0,0.0,0
41909,F,0,32,na,466.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,na,0,0,0,0,Libra,0,0,,0.0,0
38825,M,0,26,na,536.0,0,0,36,0,0,99,0,0,3,1,1,1,0,1,0,na,0,0,0,0,Pisces,0,0,37.0,1.23,0
7871,F,1,26,R,500.0,1,0,27,1,0,133,0,0,3,1,0,0,0,1,3,Weekly,0,0,0,0,Leo,0,0,40.0,1.33,0
22333,M,0,24,R,679.0,3,1,82,3,0,177,0,0,13,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,56.0,1.87,0
37,F,1,31,R,,0,0,0,0,0,115,0,0,5,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,35.0,1.17,0
31916,M,1,25,na,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,,0.0,0
19314,F,1,38,na,524.0,0,0,0,0,0,17,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,12.0,0.4,1
63152,M,0,32,na,,3,0,7,3,0,10,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,4.0,0.5700000000000001,0
17599,F,0,33,na,,0,0,128,0,0,269,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,1,0,59.0,1.97,0
14311,M,0,32,R,500.0,24,6,36,24,0,116,0,0,21,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,29.0,0.97,1
67046,M,0,47,na,522.0,0,0,1,0,0,4,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,,0.0,1
24305,M,0,26,R,556.0,1,0,56,1,0,217,0,0,15,1,0,0,0,1,2,na,0,0,0,0,Sagittarius,0,0,54.0,1.8,1
68070,M,1,26,na,,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Taurus,0,0,1.0,0.0,1
42987,M,0,26,na,559.0,0,0,31,0,0,50,0,0,5,1,0,0,1,0,2,Bi-Weekly,0,0,0,0,na,0,0,20.0,0.67,1
26916,M,0,33,na,556.0,0,0,32,0,0,60,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,24.0,0.8,1
7011,M,1,35,na,413.0,0,0,102,0,0,136,0,0,8,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,35.0,1.17,1
67088,M,1,22,na,459.0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,,0.0,0
7686,F,1,27,R,528.0,0,0,10,0,0,91,0,0,7,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,24.0,0.8,0
14965,M,0,27,na,544.0,0,0,7,0,0,11,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,6.0,0.2,0
13910,M,0,24,R,522.0,2,2,50,2,0,100,0,0,4,1,0,0,0,1,0,na,0,0,0,0,Sagittarius,0,0,31.0,1.03,1
33946,M,0,21,na,545.0,0,0,7,0,0,11,0,0,1,1,0,0,0,1,0,Monthly,0,0,0,0,Sagittarius,0,0,4.0,1.0,1
23701,M,0,25,R,485.0,2,0,22,2,0,15,0,0,2,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,1,0,8.0,0.27,1
15150,M,1,26,R,545.0,10,1,14,10,0,40,0,0,1,1,0,0,0,1,0,na,0,0,0,0,Gemini,0,0,12.0,0.4,0
8987,M,0,27,R,481.0,0,0,1,0,0,83,0,0,1,1,0,0,0,1,0,Weekly,0,0,0,0,Pisces,1,0,33.0,1.1,1
56648,F,0,42,na,,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,,0.0,0
67137,F,0,22,na,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,,0.0,0
41826,F,1,22,R,440.0,9,2,107,9,0,170,0,0,32,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,39.0,1.3,1
67621,F,1,36,na,,0,0,0,0,2,23,0,0,2,1,1,1,1,0,2,Weekly,0,0,0,0,Cancer,0,0,21.0,0.7,0
5250,F,0,52,na,543.0,0,0,40,0,0,70,0,0,6,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Aries,0,0,28.0,0.93,0
53449,F,1,27,na,,0,0,12,0,0,26,0,0,2,1,1,1,1,0,0,Weekly,0,0,0,0,Gemini,1,0,11.0,0.4400000000000001,0
27912,F,0,25,na,413.0,0,0,25,0,0,41,0,0,4,1,1,1,0,1,0,na,0,0,0,0,Scorpio,0,0,12.0,0.4,1
19625,F,0,32,na,441.0,0,0,23,0,0,50,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,11.0,0.37,0
30614,M,0,30,na,461.0,41,0,27,41,0,207,0,0,4,1,1,1,0,1,0,Weekly,0,0,0,0,Gemini,0,0,56.0,1.87,1
18574,F,1,23,R,636.0,6,4,59,6,0,159,0,0,11,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Cancer,0,0,13.0,1.86,1
26736,M,0,26,R,607.0,5,1,93,5,0,252,0,0,11,1,0,0,0,1,0,na,0,0,0,0,Aries,0,0,65.0,2.17,1
39733,F,1,29,R,,0,0,0,0,0,177,1,0,28,1,0,0,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,51.0,1.7,0
477,M,0,36,na,,0,0,2,0,0,17,0,0,2,1,0,0,0,1,2,na,0,0,0,0,Capricorn,0,0,12.0,0.4,0
49664,F,1,26,R,545.0,3,0,38,3,0,84,0,0,7,1,0,0,0,1,0,na,0,0,0,0,Virgo,0,0,16.0,1.0,1
21189,M,0,20,R,555.0,1,0,72,1,0,140,0,0,18,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,31.0,1.03,1
43289,F,0,32,na,545.0,6,0,24,6,0,45,0,0,9,1,1,1,0,1,0,na,0,0,0,0,Aquarius,0,0,14.0,0.58,0
30329,M,1,45,R,552.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Cancer,0,0,3.0,0.1,0
6111,F,0,25,O,614.0,0,0,67,0,0,250,0,0,10,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,61.0,2.03,0
35351,M,0,35,R,528.0,15,0,3,15,1,300,0,0,34,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,65.0,2.17,0
7050,F,0,28,O,,0,0,90,0,0,195,0,0,2,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Aries,0,0,55.0,1.83,1
11691,M,1,22,na,555.0,0,0,0,0,0,128,0,0,4,1,1,1,1,0,2,Bi-Weekly,0,0,1,0,Aries,0,0,47.0,1.57,0
38853,F,0,28,na,527.0,59,0,63,55,0,255,0,0,21,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,67.0,2.23,0
55927,M,0,20,na,501.0,0,0,5,0,0,4,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Taurus,0,0,3.0,0.27,1
34187,M,1,30,R,580.0,0,0,34,0,0,59,0,0,2,1,0,0,0,1,2,Weekly,0,0,0,0,Pisces,0,0,19.0,0.63,1
45320,M,0,40,O,453.0,8,0,52,8,0,294,0,0,38,1,1,1,1,0,0,na,0,0,0,0,Sagittarius,1,0,67.0,2.23,0
32233,M,0,31,O,,0,0,0,0,0,104,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,42.0,1.4,0
30417,M,1,27,O,522.0,1,0,13,1,0,27,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,5.0,0.17,1
15592,M,1,36,R,587.0,0,0,0,0,0,235,0,1,9,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,64.0,2.13,0
68714,M,0,36,R,590.0,0,0,8,0,0,16,0,0,0,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Cancer,0,0,4.0,0.13,0
51721,M,1,30,R,437.0,2,0,62,2,0,99,0,0,16,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,19.0,0.63,1
3801,F,0,42,R,512.0,2,0,47,2,0,280,0,0,24,1,1,1,1,0,2,na,0,0,0,0,Virgo,1,0,56.0,1.87,1
65867,M,0,72,na,554.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Leo,0,0,,0.0,0
50736,M,1,23,na,463.0,0,0,12,0,0,11,0,0,1,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Aries,0,0,12.0,0.4,1
35050,M,1,39,R,463.0,8,3,76,8,0,163,0,0,12,1,0,0,1,0,0,Weekly,0,0,0,0,Pisces,0,0,16.0,0.53,1
3897,M,1,38,R,472.0,0,0,0,0,0,20,0,0,9,1,1,1,1,0,0,Monthly,0,0,0,0,Aries,0,0,23.0,0.77,0
34000,M,1,38,na,550.0,0,0,0,0,0,22,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,17.0,0.5700000000000001,0
4993,M,0,37,R,587.0,0,0,0,0,1,236,4,1,19,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Cancer,0,0,63.0,2.1,0
51830,F,1,26,na,,0,0,0,0,0,38,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,14.0,0.47,0
24606,F,0,20,na,655.0,0,0,47,0,0,148,0,0,11,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,34.0,1.13,0
47068,F,1,56,na,511.0,1,0,37,1,0,81,0,0,5,1,1,1,1,0,2,Weekly,0,0,0,0,Aries,1,0,16.0,0.53,1
33385,F,1,29,na,,11,2,99,11,0,191,0,0,11,1,1,1,1,0,2,na,0,0,0,0,Aquarius,0,0,31.0,1.03,0
13611,F,0,19,R,503.0,1,0,102,1,0,219,0,0,9,1,1,1,1,1,5,na,0,0,0,0,na,0,0,58.0,1.93,1
59843,F,1,48,na,517.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,1,0,,0.0,0
41052,F,1,39,na,490.0,2,0,1,2,0,82,0,0,9,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,14.0,0.47,1
45195,F,1,54,O,,0,0,0,0,1,11,0,0,7,1,1,1,1,0,2,Monthly,0,0,0,0,Virgo,0,0,4.0,2.0,0
45396,M,0,39,na,611.0,0,0,7,0,0,36,0,0,9,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,22.0,0.73,0
40888,F,0,24,na,498.0,0,0,35,0,0,57,0,0,2,1,0,0,1,0,3,Bi-Weekly,0,0,0,0,Virgo,1,0,25.0,0.83,0
14403,M,1,39,na,535.0,0,0,0,0,0,201,0,0,5,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,75.0,2.5,0
22597,F,0,29,R,601.0,7,2,52,7,0,71,0,0,12,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,na,1,0,22.0,0.73,0
42157,M,0,21,na,622.0,0,0,0,0,0,54,0,0,5,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,15.0,0.5,0
48917,F,1,48,R,,0,0,0,0,0,82,0,0,6,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,39.0,1.3,1
